Title,Content,newsType,time
Excise opts for blockchain,The Excise Department aims to improve the efficiency of revenue collection rather than raise taxes to enhance the revenue outlook amid Thailand's gradual economic recovery.,BUSINESS,7 Dec 2020
NIA focuses on regional deep-tech startup plan,"The National Innovation Agency (NIA) is gearing up for the development of deep-tech startups in regional areas, with the aim to groom 100 startups in this field over three years.",BUSINESS,7 Dec 2020
Storytel takes local route,Audiobook and e-book streaming service Storytel has officially launched in Thailand by adding a library of Thai-language books to its platform.,BUSINESS,7 Dec 2020
China's path to net zero,"China is aiming to halt the rise in its carbon dioxide emissions before 2030 and to achieve carbon neutrality before 2060. If it succeeds, the country will have gone, in less than 40 years, from being the world's largest CO2 emitter to bringing its emissions into balance.",BUSINESS,7 Dec 2020
China conquers the gaming universe,Tencent's flagship video game Honour of Kings has become the first online game ever to average more than 100 million daily active users. It was also the world's most lucrative mobile game in September with approximately US$240 million in sales.,BUSINESS,7 Dec 2020
Full circle,"When Thai entrepreneur Thamonwan Virodchaiyan looks at leftover materials at garment factories, she does not see waste. She sees them as part of a chain of value and opportunity.",BUSINESS,7 Dec 2020
Vitamin waters see success as drinks flounder,"Vitamin waters are giving rise to a new multi-billion-baht beverage market, becoming a champion product during the pandemic while other beverages, including juice, bottled water, milk, sports drink and ready-to-drink green tea, still suffer from tepid demand.",BUSINESS,7 Dec 2020
Chinese city to hand out virtual red packets as part of digital yuan trial,A Chinese city is handing out virtual red packets of money to its citizens as part of the country's drive to launch the first sovereign digital currency.,BUSINESS,6 Dec 2020
"EU, Britain attempt breakthrough in Brexit talks","BRUSSELS: The EU and Britain's chief Brexit negotiators will make a last-ditch bid to break months of deadlock on Sunday, as trade talks limp back to Brussels, surviving on borrowed time.",BUSINESS,6 Dec 2020
ECB to beef up stimulus as second virus wave bites,"FRANKFURT AM MAIN - The European Central Bank is set to unleash more stimulus for the eurozone at its last meeting of the year on Thursday, as the region's battered economy grapples with a second coronavirus wave.",BUSINESS,6 Dec 2020
Govt allays lockdown fears despite new infections in northern provinces,The tourism and hospitality sector in Chiang Mai and Chiang Rai continues to be one of the hardest hit by the latest surge of Covid-19 cases.,BUSINESS,6 Dec 2020
Thai Airways inquiry to get major new evidence,Extra information concerning alleged irregularities inside Thai Airways International (THAI) will be given to the National Anti-Corruption Commission (NACC) on Dec 14.,BUSINESS,6 Dec 2020
Medical upgrades urged,Thailand needs to step up efforts in using research and smart technologies to support healthcare businesses to better compete with foreign countries.,BUSINESS,5 Dec 2020
China's path to net zero,"China is aiming to halt the rise in its carbon dioxide emissions before 2030 and to achieve carbon neutrality before 2060. If it succeeds, the country will have gone, in less than 40 years, from being the world's largest CO2 emitter to bringing its emissions into balance.",BUSINESS,7 Dec 2020
China conquers the gaming universe,Tencent's flagship video game Honour of Kings has become the first online game ever to average more than 100 million daily active users. It was also the world's most lucrative mobile game in September with approximately US$240 million in sales.,BUSINESS,7 Dec 2020
Full circle,"When Thai entrepreneur Thamonwan Virodchaiyan looks at leftover materials at garment factories, she does not see waste. She sees them as part of a chain of value and opportunity.",BUSINESS,7 Dec 2020
Vitamin waters see success as drinks flounder,"Vitamin waters are giving rise to a new multi-billion-baht beverage market, becoming a champion product during the pandemic while other beverages, including juice, bottled water, milk, sports drink and ready-to-drink green tea, still suffer from tepid demand.",BUSINESS,7 Dec 2020
Chinese city to hand out virtual red packets as part of digital yuan trial,A Chinese city is handing out virtual red packets of money to its citizens as part of the country's drive to launch the first sovereign digital currency.,BUSINESS,6 Dec 2020
"EU, Britain attempt breakthrough in Brexit talks","BRUSSELS: The EU and Britain's chief Brexit negotiators will make a last-ditch bid to break months of deadlock on Sunday, as trade talks limp back to Brussels, surviving on borrowed time.",BUSINESS,6 Dec 2020
ECB to beef up stimulus as second virus wave bites,"FRANKFURT AM MAIN - The European Central Bank is set to unleash more stimulus for the eurozone at its last meeting of the year on Thursday, as the region's battered economy grapples with a second coronavirus wave.",BUSINESS,6 Dec 2020
Govt allays lockdown fears despite new infections in northern provinces,The tourism and hospitality sector in Chiang Mai and Chiang Rai continues to be one of the hardest hit by the latest surge of Covid-19 cases.,BUSINESS,6 Dec 2020
Thai Airways inquiry to get major new evidence,Extra information concerning alleged irregularities inside Thai Airways International (THAI) will be given to the National Anti-Corruption Commission (NACC) on Dec 14.,BUSINESS,6 Dec 2020
Medical upgrades urged,Thailand needs to step up efforts in using research and smart technologies to support healthcare businesses to better compete with foreign countries.,BUSINESS,5 Dec 2020
BAY installs decomposer,Bank of Ayudhya Plc (Krungsri) has installed a food waste decomposer using biotechnology for aerobic conversion of food waste into organic fertiliser.,BUSINESS,5 Dec 2020
"2021 keys are growth, restructuring","The two main directions of next year's economic policies are to sustain economic growth and restructure Thailand's economy, says Deputy Prime Minister Supattanapong Punmeechaow.",BUSINESS,5 Dec 2020
PDI continues huge hotel purchases,Padaeng Industry (PDI) is set to acquire two luxury hotels in Bangkok worth a combined 5 billion baht in a move to diversify into the hospitality business.,BUSINESS,5 Dec 2020
Chiang Mai hotels jittery on bookings,Chiang Mai hoteliers have voiced concerns about slow bookings in December following the new Covid-19 infections from Thais who illegally crossed the border from Myanmar.,BUSINESS,5 Dec 2020
Pfizer Slashed Its Original Covid-19 Vaccine Rollout Target After Supply-Chain Obstacles,"When Pfizer Inc. said last month it expects to ship half the Covid-19 vaccines it had originally planned for this year, the decision highlighted the challenges drug makers face in rapidly building supply chains to meet the high demand.",BUSINESS,5 Dec 2020
"Prominent AI Researcher Says Google Fired Her After Dispute Over Her Work, Impolitic Email",A prominent artificial-intelligence researcher says she was fired by Google after she refused to retract a research paper and complained about the company in an email to colleagues.,BUSINESS,5 Dec 2020
Singapore merger blocked by Swiss-run activist fund,Swiss-run activist fund Quarz Capital successfully blocked a proposed merger that would have created Singapore's fifth-largest real estate investment trust.,BUSINESS,5 Dec 2020
Second phase prepped,The Finance Ministry is preparing to propose the second phase of the co-payment scheme for cabinet approval next week to launch the registration process by Dec 16.,BUSINESS,5 Dec 2020
BAFS buys 7 PDI solar power plants,"SET-listed Bangkok Aviation Fuel Services Plc (BAFS) is diversifying into the renewable energy business by buying seven solar power plants, worth 1.7 billion baht, from Padaeng Industry Plc (PDI), as the aviation industry remains high-risk.",BUSINESS,5 Dec 2020
FamilyMart turns to celebrity,FamilyMart is set to jump-start its branding in Thailand with a new TV campaign starring celebrity couple Mark-Prin Suparat and Kimberly Anne Woltemas.,BUSINESS,5 Dec 2020
BAY installs decomposer,Bank of Ayudhya Plc (Krungsri) has installed a food waste decomposer using biotechnology for aerobic conversion of food waste into organic fertiliser.,BUSINESS,5 Dec 2020
"2021 keys are growth, restructuring","The two main directions of next year's economic policies are to sustain economic growth and restructure Thailand's economy, says Deputy Prime Minister Supattanapong Punmeechaow.",BUSINESS,5 Dec 2020
PDI continues huge hotel purchases,Padaeng Industry (PDI) is set to acquire two luxury hotels in Bangkok worth a combined 5 billion baht in a move to diversify into the hospitality business.,BUSINESS,5 Dec 2020
